Time	Sum	Command
10	10	----> set -x color_aws_vault_expired        $blue[3] $red[3] --bold
6	6	----> set -x color_username                 $grey[1] $blue[3] --bold
7	7	----> set -x color_hostname                 $grey[1] $blue[3]
7	7	----> set -x color_screen                   $green[1] $white --bold
7	7	----> set -x color_rvm                      $ruby_red $grey[1] --bold
7	7	----> set -x color_node                     $green[1] $white --bold
9	9	----> set -x color_virtualfish              $blue[2] $grey[1] --bold
7	7	----> set -x color_virtualgo                $go_blue $black --bold
7	7	----> set -x color_desk                     $blue[2] $grey[1] --bold
6	6	----> set -x color_nix                      $blue[2] $grey[1] --bold
285	285	--> type -q bobthefish_colors
7	7	--> set -l __bobthefish_current_bg
52	102	--> set -l real_pwd (__bobthefish_pwd)
26	50	---> __bobthefish_pwd
24	24	----> builtin pwd -P 2>/dev/null
30	192	--> __bobthefish_prompt_status $last_status
4	4	---> set -l nonzero
5	5	---> set -l superuser
4	4	---> set -l bg_jobs
7	7	---> [ $last_status -ne 0 ]
9	9	---> [ -w / -o -w /private/ ]
21	115	---> if set -q AUTOJUMP_SOURCED...
4	4	----> set -q AUTOJUMP_SOURCED
5	90	----> if [ "$theme_display_jobs_verbose" = 'yes' ]...
9	9	-----> [ "$theme_display_jobs_verbose" = 'yes' ]
76	76	-----> jobs -p >/dev/null
4	18	---> if [ "$nonzero" -o "$fish_private_mode" -o "$superuser" -o "$bg_jobs" ]...
14	14	----> [ "$nonzero" -o "$fish_private_mode" -o "$superuser" -o "$bg_jobs" ]
30	129	--> __bobthefish_prompt_user
31	31	---> [ "$theme_display_user" = 'yes' -o \( "$theme_display_user" != 'no' -a -n "$SSH_CLIENT" \) -o \( -n "$default_user" -a "$USER" != "$default_user" \) ]
8	8	---> [ "$theme_display_sudo_user" = 'yes' -a -n "$SUDO_USER" ]
16	16	---> [ "$theme_display_hostname" = 'yes' -o \( "$theme_display_hostname" != 'no' -a -n "$SSH_CLIENT" \) ]
4	8	---> if set -q display_user...
4	4	----> set -q display_user
4	18	---> if set -q display_sudo_user...
14	14	----> set -q display_sudo_user
4	8	---> if set -q display_hostname...
4	4	----> set -q display_hostname
4	4	---> set -q display_user
3	3	---> set -q display_sudo_user
3	3	---> set -q display_hostname
14	27	--> __bobthefish_prompt_screen
9	9	---> [ "$theme_display_screen" = 'no' -o -z "$STY" ]
4	4	---> return
9	19	--> __bobthefish_prompt_vagrant
7	7	---> [ "$theme_display_vagrant" = 'yes' -a -f Vagrantfile ]
3	3	---> return
10	21	--> __bobthefish_prompt_docker
8	8	---> [ "$theme_display_docker_machine" = 'no' -o -z "$DOCKER_MACHINE_NAME" ]
3	3	---> return
10	18	--> __bobthefish_prompt_k8s_context
5	5	---> [ "$theme_display_k8s_context" = 'yes' ]
3	3	---> return
10	19	--> __bobthefish_prompt_aws_vault_profile
6	6	---> [ "$theme_display_aws_vault_profile" = 'yes' ]
3	3	---> return
9	20	--> __bobthefish_prompt_nix
7	7	---> [ "$theme_display_nix" = 'no' -o -z "$IN_NIX_SHELL" ]
4	4	---> return
9	18	--> __bobthefish_prompt_desk
6	6	---> [ "$theme_display_desk" = 'no' -o -z "$DESK_ENV" ]
3	3	---> return
16	399	--> __bobthefish_prompt_rubies
5	5	---> [ "$theme_display_ruby" = 'no' ]
5	5	---> set -l ruby_version
9	366	---> if command -q rvm-prompt...
74	74	----> command -q rvm-prompt
67	67	----> command -q rbenv
149	149	----> type -q chruby
67	67	----> command -q asdf
5	5	---> [ -z "$ruby_version" ]
2	2	---> return
18	653	--> __bobthefish_prompt_golang $real_pwd
7	7	---> [ "$theme_display_go" = 'no' ]
5	5	---> set -l gomod_version "0"
5	5	---> set -l d $real_pwd
71	604	---> while not [ -z "$d" ]
...
5	5	----> not [ -z "$d" ]
3	11	----> if [ -e $d/go.mod ]...
8	8	-----> [ -e $d/go.mod ]
5	5	----> [ "$d" = "/" ]
48	120	----> set d (__bobthefish_dirname $d)
28	72	-----> __bobthefish_dirname $d
44	44	------> string replace -r '/[^/]+/?$' '' -- $argv
6	6	----> not [ -z "$d" ]
4	11	----> if [ -e $d/go.mod ]...
7	7	-----> [ -e $d/go.mod ]
5	5	----> [ "$d" = "/" ]
42	74	----> set d (__bobthefish_dirname $d)
20	32	-----> __bobthefish_dirname $d
12	12	------> string replace -r '/[^/]+/?$' '' -- $argv
5	5	----> not [ -z "$d" ]
3	10	----> if [ -e $d/go.mod ]...
7	7	-----> [ -e $d/go.mod ]
5	5	----> [ "$d" = "/" ]
48	83	----> set d (__bobthefish_dirname $d)
22	35	-----> __bobthefish_dirname $d
13	13	------> string replace -r '/[^/]+/?$' '' -- $argv
6	6	----> not [ -z "$d" ]
4	11	----> if [ -e $d/go.mod ]...
7	7	-----> [ -e $d/go.mod ]
5	5	----> [ "$d" = "/" ]
42	71	----> set d (__bobthefish_dirname $d)
17	29	-----> __bobthefish_dirname $d
12	12	------> string replace -r '/[^/]+/?$' '' -- $argv
5	5	----> not [ -z "$d" ]
3	10	----> if [ -e $d/go.mod ]...
7	7	-----> [ -e $d/go.mod ]
5	5	----> [ "$d" = "/" ]
40	74	----> set d (__bobthefish_dirname $d)
18	34	-----> __bobthefish_dirname $d
16	16	------> string replace -r '/[^/]+/?$' '' -- $argv
6	6	----> not [ -z "$d" ]
6	14	---> if [ "$gomod_version" = "0" ]...
5	5	----> [ "$gomod_version" = "0" ]
3	3	----> return
12	41	--> __bobthefish_prompt_virtualfish
12	12	---> command -q python
14	14	---> [ "$theme_display_virtualenv" = 'no' -o -z "$VIRTUAL_ENV" -a -z "$CONDA_DEFAULT_ENV" ]
3	3	---> return
9	19	--> __bobthefish_prompt_virtualgo
7	7	---> [ "$theme_display_virtualgo" = 'no' -o -z "$VIRTUALGO" ]
3	3	---> return
12	839	--> __bobthefish_prompt_node
5	5	---> set -l should_show
33	814	---> if [ "$theme_display_node" = 'always' -o "$theme_display_nvm" = 'yes' ]...
9	9	----> [ "$theme_display_node" = 'always' -o "$theme_display_nvm" = 'yes' ]
5	5	----> [ "$theme_display_node" = 'yes' ]
16	767	----> __bobthefish_prompt_find_file_up "$PWD" package.json .nvmrc .node-version
7	7	-----> set -l dir "$argv[1]"
7	7	-----> set -l files $argv[2..-1]
5	14	-----> if test -z "$dir"...
5	5	------> test -z "$dir"
4	4	------> test -z "$files"
74	719	-----> while [ "$dir" ]
...
4	4	------> [ "$dir" ]
12	48	------> for f in $files...
3	11	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
4	15	-------> if [ -e "$dir/$f" ]...
11	11	--------> [ -e "$dir/$f" ]
3	10	-------> if [ -e "$dir/$f" ]...
7	7	--------> [ -e "$dir/$f" ]
5	5	------> [ "$dir" = '/' ]
42	80	------> set dir (__bobthefish_dirname "$dir")
19	38	-------> __bobthefish_dirname "$dir"
19	19	--------> string replace -r '/[^/]+/?$' '' -- $argv
5	5	------> [ "$dir" ]
12	42	------> for f in $files...
1	11	-------> if [ -e "$dir/$f" ]...
10	10	--------> [ -e "$dir/$f" ]
4	10	-------> if [ -e "$dir/$f" ]...
6	6	--------> [ -e "$dir/$f" ]
2	9	-------> if [ -e "$dir/$f" ]...
7	7	--------> [ -e "$dir/$f" ]
5	5	------> [ "$dir" = '/' ]
39	69	------> set dir (__bobthefish_dirname "$dir")
18	30	-------> __bobthefish_dirname "$dir"
12	12	--------> string replace -r '/[^/]+/?$' '' -- $argv
4	4	------> [ "$dir" ]
10	41	------> for f in $files...
4	12	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
3	9	-------> if [ -e "$dir/$f" ]...
6	6	--------> [ -e "$dir/$f" ]
3	10	-------> if [ -e "$dir/$f" ]...
7	7	--------> [ -e "$dir/$f" ]
5	5	------> [ "$dir" = '/' ]
40	72	------> set dir (__bobthefish_dirname "$dir")
18	32	-------> __bobthefish_dirname "$dir"
14	14	--------> string replace -r '/[^/]+/?$' '' -- $argv
5	5	------> [ "$dir" ]
11	40	------> for f in $files...
3	11	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
3	9	-------> if [ -e "$dir/$f" ]...
6	6	--------> [ -e "$dir/$f" ]
3	9	-------> if [ -e "$dir/$f" ]...
6	6	--------> [ -e "$dir/$f" ]
5	5	------> [ "$dir" = '/' ]
38	70	------> set dir (__bobthefish_dirname "$dir")
19	32	-------> __bobthefish_dirname "$dir"
13	13	--------> string replace -r '/[^/]+/?$' '' -- $argv
4	4	------> [ "$dir" ]
11	59	------> for f in $files...
3	11	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
20	27	-------> if [ -e "$dir/$f" ]...
7	7	--------> [ -e "$dir/$f" ]
4	10	-------> if [ -e "$dir/$f" ]...
6	6	--------> [ -e "$dir/$f" ]
5	5	------> [ "$dir" = '/' ]
40	73	------> set dir (__bobthefish_dirname "$dir")
19	33	-------> __bobthefish_dirname "$dir"
14	14	--------> string replace -r '/[^/]+/?$' '' -- $argv
4	4	------> [ "$dir" ]
4	4	-----> return 1
5	5	---> [ -z "$should_show" ]
3	3	---> return
42	1807	--> set -l git_root_dir (__bobthefish_git_project_dir $real_pwd)
18	1765	---> __bobthefish_git_project_dir $real_pwd
6	6	----> [ "$theme_display_git" = 'no' ]
57	57	----> command -q git
5	5	----> set -q theme_vcs_ignore_paths
15	1679	----> if [ "$theme_git_worktree_support" != 'yes' ]...
5	5	-----> [ "$theme_git_worktree_support" != 'yes' ]
51	1630	-----> set -l git_toplevel (command git rev-parse --show-toplevel 2>/dev/null)
1579	1579	------> command git rev-parse --show-toplevel 2>/dev/null
8	8	-----> [ -z "$git_toplevel" ]
10	21	-----> switch $real_pwd/...
9	9	------> echo $git_toplevel
2	2	------> return
43	77	--> set -l hg_root_dir (__bobthefish_hg_project_dir $real_pwd)
14	34	---> __bobthefish_hg_project_dir $real_pwd
7	7	----> [ "$theme_display_hg" = 'yes' ]
13	13	----> return
40	61	--> set -l fossil_root_dir (__bobthefish_fossil_project_dir $real_pwd)
11	21	---> __bobthefish_fossil_project_dir $real_pwd
7	7	----> [ "$theme_display_fossil" = 'yes' ]
3	3	----> return
45	15393	--> switch (__bobthefish_closest_parent "$git_root_dir" "$hg_root_dir" "$fossil_root_dir")...
13	182	---> __bobthefish_closest_parent "$git_root_dir" "$hg_root_dir" "$fossil_root_dir"
38	169	----> if builtin -q path...
14	14	-----> builtin -q path
43	117	-----> echo (path sort -r $argv)[1]
74	74	------> path sort -r $argv
49	15166	---> __bobthefish_prompt_git $git_root_dir $real_pwd
8	8	----> set -l dirty ''
48	2662	----> if [ "$theme_display_git_dirty" != 'no' ]...
6	6	-----> [ "$theme_display_git_dirty" != 'no' ]
48	1052	-----> set -l show_dirty (command git config --bool bash.showDirtyState 2>/dev/null)
1004	1004	------> command git config --bool bash.showDirtyState 2>/dev/null
9	1556	-----> if [ "$show_dirty" != 'false' ]...
8	8	------> [ "$show_dirty" != 'false' ]
52	1526	------> set dirty (command git diff --no-ext-diff --quiet --exit-code 2>/dev/null; or echo -n "$git_dirty_glyph")
1461	1461	-------> command git diff --no-ext-diff --quiet --exit-code 2>/dev/null
13	13	-------> echo -n "$git_dirty_glyph"
4	13	------> if [ "$dirty" -a "$theme_display_git_dirty_verbose" = 'yes' ]...
9	9	-------> [ "$dirty" -a "$theme_display_git_dirty_verbose" = 'yes' ]
54	1346	----> set -l staged (command git diff --cached --no-ext-diff --quiet --exit-code 2>/dev/null; or echo -n "$git_staged_glyph")
1292	1292	-----> command git diff --cached --no-ext-diff --quiet --exit-code 2>/dev/null
58	1329	----> set -l stashed (__bobthefish_git_stashed)
11	1271	-----> __bobthefish_git_stashed
21	1260	------> if [ "$theme_display_git_stashed_verbose" = 'yes' ]...
8	8	-------> [ "$theme_display_git_stashed_verbose" = 'yes' ]
1231	1231	-------> command git rev-parse --verify --quiet refs/stash >/dev/null
48	1414	----> set -l ahead (__bobthefish_git_ahead)
15	1366	-----> __bobthefish_git_ahead
4	13	------> if [ "$theme_display_git_ahead_verbose" = 'yes' ]...
9	9	-------> [ "$theme_display_git_ahead_verbose" = 'yes' ]
5	5	------> set -l ahead 0
5	5	------> set -l behind 0
58	1306	------> for line in (command git rev-list --left-right '@{upstream}...HEAD' 2>/dev/null)...
1248	1248	-------> command git rev-list --left-right '@{upstream}...HEAD' 2>/dev/null
6	22	------> if [ $ahead -eq 1 ]...
11	11	-------> [ $ahead -eq 1 ]
5	5	-------> [ $behind -eq 1 ]
6	6	----> set -l new ''
8	2594	----> if [ "$theme_display_git_untracked" != 'no' ]...
6	6	-----> [ "$theme_display_git_untracked" != 'no' ]
56	1239	-----> set -l show_untracked (command git config --bool bash.showUntrackedFiles 2>/dev/null)
1183	1183	------> command git config --bool bash.showUntrackedFiles 2>/dev/null
11	1341	-----> if [ "$show_untracked" != 'false' ]...
8	8	------> [ "$show_untracked" != 'false' ]
65	1312	------> set new (command git ls-files --other --exclude-standard --directory --no-empty-directory "$git_root_dir" 2>/dev/null)
1247	1247	-------> command git ls-files --other --exclude-standard --directory --no-empty-directory "$git_root_dir" 2>/dev/null
3	10	------> if [ "$new" ]...
7	7	-------> [ "$new" ]
11	11	----> set -l flags "$dirty$staged$stashed$ahead$new"
5	5	----> [ "$flags" ]
6	6	----> set flags " $flags"
9	9	----> set -l flag_colors $color_repo
5	17	----> if [ "$dirty" ]...
5	5	-----> [ "$dirty" ]
7	7	-----> set flag_colors $color_repo_dirty
36	853	----> __bobthefish_path_segment $git_root_dir project
10	10	-----> set -l segment_color $color_path
10	10	-----> set -l segment_basename_color $color_path_basename
3	15	-----> if not [ -w "$segment_dir" ]...
12	12	------> not [ -w "$segment_dir" ]
37	224	-----> __bobthefish_start_segment $segment_color
9	9	------> set -l bg $argv[1]
7	7	------> set -e argv[1]
7	7	------> set -l fg $argv[1]
5	5	------> set -e argv[1]
93	93	------> set_color normal
14	14	------> set_color -b $bg $fg $argv
36	44	------> switch "$__bobthefish_current_bg"...
8	8	-------> echo -n ' '
8	8	------> set __bobthefish_current_bg $bg
5	5	-----> set -l directory
5	5	-----> set -l parent
12	508	-----> switch "$segment_dir"...
48	419	------> set parent (__bobthefish_pretty_parent "$segment_dir")
30	371	-------> __bobthefish_pretty_parent "$segment_dir"
10	10	--------> set -q fish_prompt_pwd_dir_length
6	6	--------> set -l fish_prompt_pwd_dir_length 1
8	8	--------> set -l real_home ~
53	280	--------> set -l parent_dir (string replace -r '^'(__bobthefish_escape_regex "$real_home")'($|/)' '~$1' (__bobthefish_dirname $child_dir))
103	227	---------> string replace -r '^'(__bobthefish_escape_regex "$real_home")'($|/)' '~$1' (__bobthefish_dirname $child_dir)
44	63	----------> __bobthefish_escape_regex "$real_home"
19	19	-----------> string escape --style=regex "$str" 2>/dev/null
29	61	----------> __bobthefish_dirname $child_dir
32	32	-----------> string replace -r '/[^/]+/?$' '' -- $argv
3	10	--------> if [ -z "$parent_dir" ]...
7	7	---------> [ -z "$parent_dir" ]
4	10	--------> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
6	6	---------> [ $fish_prompt_pwd_dir_length -eq 0 ]
17	17	--------> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' "$parent_dir/"
41	77	------> set directory (__bobthefish_basename "$segment_dir")
23	36	-------> __bobthefish_basename "$segment_dir"
13	13	--------> string replace -r '^.*/' '' -- $argv
12	12	-----> [ "$theme_show_project_parent" != "no" -o "$path_type" != "project" ]
8	8	-----> echo -n $parent
12	12	-----> set_color -b $segment_basename_color
8	8	-----> echo -ns $directory ' '
21	106	----> __bobthefish_start_segment $flag_colors
6	6	-----> set -l bg $argv[1]
6	6	-----> set -e argv[1]
5	5	-----> set -l fg $argv[1]
3	3	-----> set -e argv[1]
7	7	-----> set_color normal
9	9	-----> set_color -b $bg $fg $argv
21	43	-----> switch "$__bobthefish_current_bg"...
7	7	------> set_color $__bobthefish_current_bg
8	8	------> echo -ns $right_black_arrow_glyph ' '
7	7	------> set_color $fg $argv
6	6	-----> set __bobthefish_current_bg $bg
45	4319	----> echo -ns (__bobthefish_git_branch) $flags ' '
17	4274	-----> __bobthefish_git_branch
60	1474	------> set -l tag (command git describe --tags --exact-match 2>/dev/null)
1414	1414	-------> command git describe --tags --exact-match 2>/dev/null
88	1373	------> set -l branch (command git symbolic-ref HEAD 2>/dev/null | string replace -r '^refs/heads/' '')
1285	1285	-------> command git symbolic-ref HEAD 2>/dev/null | string replace -r '^refs/heads/' ''
22	1410	------> begin...
10	10	-------> [ -n "$theme_git_default_branches" ]
59	1258	-------> set -l theme_git_default_branches master main (git config init.defaultBranch)
1199	1199	--------> git config init.defaultBranch
12	12	-------> [ "$theme_display_git_master_branch" != 'yes' -a "$theme_display_git_default_branch" != 'yes' ]
89	89	-------> contains $branch $theme_git_default_branches
16	16	-------> echo $branch_glyph
3	3	-------> return
8	8	----> set_color normal
12	424	----> if [ "$theme_git_worktree_support" != 'yes' ]...
7	7	-----> [ "$theme_git_worktree_support" != 'yes' ]
41	255	-----> set -l project_pwd (__bobthefish_project_pwd $git_root_dir $real_pwd)
23	214	------> __bobthefish_project_pwd $git_root_dir $real_pwd
5	5	-------> set -q theme_project_dir_length
5	5	-------> set -l theme_project_dir_length 0
52	155	-------> set -l project_dir (string replace -r '^'(__bobthefish_escape_regex "$project_root_dir")'($|/)' '' $real_pwd)
57	103	--------> string replace -r '^'(__bobthefish_escape_regex "$project_root_dir")'($|/)' '' $real_pwd
30	46	---------> __bobthefish_escape_regex "$project_root_dir"
16	16	----------> string escape --style=regex "$str" 2>/dev/null
8	26	-------> if [ $theme_project_dir_length -eq 0 ]...
7	7	--------> [ $theme_project_dir_length -eq 0 ]
8	8	--------> echo -n $project_dir
3	3	--------> return
7	147	-----> if [ "$project_pwd" ]...
6	6	------> [ "$project_pwd" ]
6	127	------> if [ -w "$real_pwd" ]...
8	8	-------> [ -w "$real_pwd" ]
20	113	-------> __bobthefish_start_segment $color_path
5	5	--------> set -l bg $argv[1]
5	5	--------> set -e argv[1]
5	5	--------> set -l fg $argv[1]
5	5	--------> set -e argv[1]
8	8	--------> set_color normal
10	10	--------> set_color -b $bg $fg $argv
26	49	--------> switch "$__bobthefish_current_bg"...
7	7	---------> set_color $__bobthefish_current_bg
8	8	---------> echo -ns $right_black_arrow_glyph ' '
8	8	---------> set_color $fg $argv
6	6	--------> set __bobthefish_current_bg $bg
7	7	------> echo -ns $project_pwd ' '
3	3	-----> return
16	124	--> __bobthefish_finish_segments
26	51	---> if [ -n "$__bobthefish_current_bg" ]...
6	6	----> [ -n "$__bobthefish_current_bg" ]
6	6	----> set_color normal
6	6	----> set_color $__bobthefish_current_bg
7	7	----> echo -ns $right_black_arrow_glyph ' '
10	47	---> if [ "$theme_newline_cursor" = 'yes' ]...
5	5	----> [ "$theme_newline_cursor" = 'yes' ]
6	6	----> echo -ens "\n"
10	10	----> set_color $fish_color_autosuggestion
6	16	----> if set -q theme_newline_prompt...
4	4	-----> set -q theme_newline_prompt
6	6	-----> echo -ens "$theme_newline_prompt"
6	6	---> set_color normal
4	4	---> set __bobthefish_current_bg
10	268	> fish_right_prompt
10	32	-> if not set -q CONDA_LEFT_PROMPT...
6	6	--> not set -q CONDA_LEFT_PROMPT
8	16	--> __conda_add_prompt
3	8	---> if set -q CONDA_PROMPT_MODIFIER...
5	5	----> set -q CONDA_PROMPT_MODIFIER
16	226	-> __fish_right_prompt_orig
6	6	--> set -l __bobthefish_left_arrow_glyph \uE0B3
4	14	--> if [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]...
10	10	---> [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]
9	9	--> set_color $fish_color_autosuggestion
22	158	--> __bobthefish_cmd_duration
6	6	---> [ "$theme_display_cmd_duration" = "no" ]
10	10	---> [ -z "$CMD_DURATION" -o "$CMD_DURATION" -lt 100 ]
9	96	---> if [ "$CMD_DURATION" -lt 5000 ]...
6	6	----> [ "$CMD_DURATION" -lt 5000 ]
